MWR,01.00
53910,106.2000,35.6633,+2845.2,TK001,16,83
Record,DateTime,10,SurTem(��),SurHum(%),SurPre(hPa),Tir(��),Rain,CloudBase(km),Vint(mm),Lqint(mm),0.000(km),0.025(km),0.050(km),0.075(km),0.100(km),0.125(km),0.150(km),0.175(km),0.200(km),0.225(km),0.250(km),0.275(km),0.300(km),0.325(km),0.350(km),0.375(km),0.400(km),0.425(km),0.450(km),0.475(km),0.500(km),0.550(km),0.600(km),0.650(km),0.700(km),0.750(km),0.800(km),0.850(km),0.900(km),0.950(km),1.000(km),1.050(km),1.100(km),1.150(km),1.200(km),1.250(km),1.300(km),1.350(km),1.400(km),1.450(km),1.500(km),1.550(km),1.600(km),1.650(km),1.700(km),1.750(km),1.800(km),1.850(km),1.900(km),1.950(km),2.000(km),2.250(km),2.500(km),2.750(km),3.000(km),3.250(km),3.500(km),3.750(km),4.000(km),4.250(km),4.500(km),4.750(km),5.000(km),5.250(km),5.500(km),5.750(km),6.000(km),6.250(km),6.500(km),6.750(km),7.000(km),7.250(km),7.500(km),7.750(km),8.000(km),8.250(km),8.500(km),8.750(km),9.000(km),9.250(km),9.500(km),9.750(km),10.000(km),QCflag
916,2026-03-03 20:58:30,14,16.60,99.70,946.70,24.69,0,0.30,49.21,4.28,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.037,0.056,0.041,0.073,0.069,0.092,0.117,0.108,0.124,0.124,0.142,0.160,0.149,0.147,0.167,0.175,0.192,0.208,0.210,0.252,0.252,0.261,0.291,0.271,0.291,0.297,0.340,0.358,0.419,0.448,0.500,0.533,0.544,0.592,0.608,0.658,0.685,0.708,0.741,0.769,0.894,1.011,1.039,1.107,1.064,1.022,0.966,0.926,0.868,0.805,0.740,0.680,0.625,0.571,0.532,0.538,0.531,0.511,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
917,2026-03-03 20:58:45,11,16.60,99.50,946.70,18.80,0,0.30,49.99,4.35,16.600,16.566,16.497,16.506,16.475,16.424,16.414,16.427,16.394,16.337,16.296,16.275,16.300,16.244,16.242,16.219,16.160,16.151,16.187,16.102,16.111,16.043,15.973,15.958,15.810,15.733,15.637,15.525,15.478,15.321,15.238,15.164,15.013,14.957,14.779,14.703,14.614,14.537,14.323,14.070,13.799,13.648,13.377,13.105,12.939,12.679,12.456,12.191,11.951,11.743,11.511,10.371,9.182,7.995,6.840,5.485,4.151,2.744,1.446,0.094,-1.230,-2.589,-4.009,-5.323,-6.626,-8.013,-9.581,-11.024,-12.573,-14.087,-15.560,-17.092,-18.669,-20.422,-22.140,-23.795,-25.563,-27.251,-28.976,-30.667,-32.376,-34.207,-36.033,0
918,2026-03-03 20:58:45,12,16.60,99.50,946.70,18.80,0,0.30,49.99,4.35,14.052,14.093,14.035,14.043,14.016,13.974,13.965,13.976,13.934,13.901,13.833,13.789,13.790,13.752,13.718,13.702,13.626,13.581,13.622,13.525,13.538,13.448,13.372,13.350,13.234,13.156,13.063,12.957,12.901,12.783,12.663,12.609,12.485,12.399,12.286,12.210,12.136,12.028,11.851,11.597,11.376,11.213,10.989,10.792,10.626,10.430,10.234,10.032,9.844,9.683,9.504,8.675,7.875,7.197,6.548,5.946,5.408,4.894,4.454,4.046,3.632,3.249,2.887,2.588,2.321,2.049,1.721,1.465,1.230,1.031,0.862,0.714,0.594,0.496,0.412,0.346,0.286,0.237,0.195,0.162,0.133,0.110,0.090,0
919,2026-03-03 20:58:45,13,16.60,99.50,946.70,18.80,0,0.30,49.99,4.35,99.500,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.898,100.000,99.758,99.568,99.428,99.488,99.253,99.277,99.074,98.803,98.883,98.689,98.732,98.475,98.335,98.262,98.285,98.161,98.033,97.908,97.759,97.792,97.366,97.385,97.312,96.976,97.138,96.988,96.927,96.520,96.350,95.759,95.507,95.016,94.686,94.572,94.080,93.843,93.357,93.036,92.676,92.352,91.969,90.191,88.304,87.087,85.384,84.736,84.180,83.708,83.185,82.906,82.572,82.323,82.044,81.850,81.733,80.968,77.626,74.702,71.667,68.578,65.294,62.001,59.507,58.283,56.838,55.870,54.571,53.237,52.080,51.139,49.942,49.646,49.407,0
920,2026-03-03 20:58:45,14,16.60,99.50,946.70,18.80,0,0.30,49.99,4.35,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.034,0.060,0.080,0.071,0.104,0.101,0.128,0.166,0.155,0.181,0.175,0.210,0.228,0.238,0.233,0.248,0.264,0.279,0.298,0.291,0.345,0.341,0.347,0.390,0.365,0.382,0.388,0.437,0.452,0.517,0.539,0.593,0.621,0.624,0.674,0.689,0.733,0.756,0.783,0.807,0.836,0.950,1.050,1.074,1.127,1.077,1.021,0.957,0.904,0.838,0.770,0.700,0.634,0.576,0.520,0.483,0.497,0.497,0.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
921,2026-03-03 20:59:00,11,16.60,99.50,946.60,22.80,0,0.30,51.35,4.53,16.600,16.565,16.496,16.505,16.473,16.423,16.413,16.425,16.391,16.335,16.293,16.273,16.296,16.241,16.239,16.215,16.156,16.148,16.183,16.097,16.106,16.038,15.967,15.952,15.804,15.727,15.631,15.518,15.471,15.314,15.230,15.156,15.005,14.949,14.771,14.694,14.605,14.528,14.314,14.062,13.790,13.640,13.369,13.096,12.931,12.671,12.448,12.183,11.943,11.735,11.503,10.363,9.175,7.989,6.834,5.479,4.145,2.737,1.439,0.087,-1.238,-2.597,-4.017,-5.332,-6.634,-8.022,-9.591,-11.034,-12.583,-14.098,-15.571,-17.103,-18.680,-20.432,-22.151,-23.806,-25.574,-27.261,-28.986,-30.677,-32.386,-34.216,-36.043,0
922,2026-03-03 20:59:00,12,16.60,99.50,946.60,22.80,0,0.30,51.35,4.53,14.052,14.092,14.034,14.042,14.015,13.972,13.955,13.974,13.904,13.865,13.779,13.740,13.737,13.688,13.652,13.630,13.544,13.478,13.519,13.403,13.424,13.302,13.223,13.161,13.048,12.973,12.864,12.757,12.693,12.590,12.442,12.392,12.272,12.155,12.050,11.975,11.899,11.776,11.602,11.343,11.138,10.975,10.764,10.585,10.419,10.226,10.043,9.852,9.660,9.518,9.340,8.543,7.784,7.121,6.508,5.936,5.434,4.946,4.537,4.150,3.750,3.377,3.026,2.732,2.468,2.191,1.843,1.569,1.313,1.098,0.915,0.755,0.626,0.520,0.430,0.359,0.295,0.243,0.199,0.164,0.134,0.111,0.091,0
923,2026-03-03 20:59:00,13,16.60,99.50,946.60,22.80,0,0.30,51.35,4.53,99.500,100.000,100.000,100.000,100.000,100.000,99.937,100.000,99.698,99.757,99.387,99.233,99.070,99.042,98.792,98.783,98.504,98.075,98.165,97.829,97.929,97.438,97.270,96.904,96.936,96.832,96.582,96.436,96.220,96.354,95.708,95.750,95.697,95.114,95.323,95.170,95.085,94.549,94.377,93.711,93.560,93.054,92.799,92.803,92.289,92.046,91.664,91.417,90.987,90.817,90.424,88.865,87.315,86.201,84.901,84.617,84.621,84.635,84.779,85.082,85.303,85.620,86.031,86.483,86.969,86.645,83.185,80.068,76.609,73.110,69.365,65.629,62.750,61.185,59.349,57.919,56.354,54.640,53.129,51.788,50.266,50.139,49.923,0
924,2026-03-03 20:59:00,14,16.60,99.50,946.60,22.80,0,0.30,51.35,4.53,0.071,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.042,0.034,0.086,0.107,0.130,0.133,0.168,0.169,0.207,0.267,0.255,0.300,0.286,0.352,0.374,0.424,0.416,0.428,0.459,0.475,0.502,0.480,0.562,0.554,0.556,0.629,0.596,0.612,0.620,0.684,0.697,0.767,0.772,0.825,0.841,0.827,0.877,0.890,0.920,0.931,0.964,0.969,0.996,1.077,1.138,1.147,1.164,1.085,0.992,0.902,0.818,0.731,0.649,0.569,0.493,0.428,0.371,0.339,0.373,0.391,0.402,0.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
925,2026-03-03 20:59:15,11,16.60,99.40,946.70,14.80,0,1.19,50.51,4.69,16.600,16.564,16.497,16.506,16.472,16.423,16.412,16.424,16.390,16.334,16.292,16.271,16.293,16.239,16.236,16.212,16.154,16.145,16.179,16.093,16.103,16.034,15.963,15.947,15.798,15.721,15.624,15.512,15.464,15.308,15.223,15.148,14.998,14.941,14.763,14.686,14.596,14.519,14.305,14.053,13.782,13.631,13.360,13.088,12.922,12.663,12.439,12.175,11.935,11.727,11.495,10.355,9.166,7.981,6.826,5.471,4.136,2.728,1.429,0.077,-1.249,-2.609,-4.029,-5.344,-6.647,-8.035,-9.604,-11.048,-12.596,-14.112,-15.586,-17.117,-18.694,-20.446,-22.166,-23.821,-25.588,-27.275,-29.000,-30.691,-32.400,-34.229,-36.055,0
926,2026-03-03 20:59:15,12,16.60,99.40,946.70,14.80,0,1.19,50.51,4.69,14.037,14.092,14.035,14.042,14.014,13.972,13.955,13.973,13.901,13.865,13.784,13.742,13.739,13.694,13.657,13.638,13.555,13.496,13.535,13.426,13.444,13.332,13.252,13.204,13.090,13.013,12.910,12.804,12.741,12.632,12.494,12.441,12.319,12.214,12.106,12.030,11.954,11.836,11.660,11.403,11.191,11.027,10.810,10.626,10.458,10.265,10.075,9.880,9.690,9.540,9.361,8.552,7.778,7.112,6.485,5.901,5.385,4.887,4.467,4.073,3.668,3.293,2.940,2.646,2.382,2.109,1.772,1.508,1.263,1.057,0.882,0.728,0.605,0.503,0.417,0.350,0.288,0.238,0.196,0.162,0.133,0.110,0.090,0
927,2026-03-03 20:59:15,13,16.60,99.40,946.70,14.80,0,1.19,50.51,4.69,99.400,100.000,100.000,100.000,100.000,100.000,99.941,100.000,99.688,99.765,99.430,99.257,99.097,99.102,98.849,98.852,98.597,98.221,98.305,98.019,98.095,97.681,97.513,97.255,97.284,97.168,96.960,96.822,96.626,96.717,96.146,96.182,96.111,95.626,95.811,95.656,95.573,95.078,94.901,94.255,94.055,93.545,93.250,93.208,92.688,92.444,92.010,91.723,91.316,91.077,90.683,89.004,87.296,86.129,84.643,84.173,83.912,83.681,83.523,83.557,83.519,83.567,83.670,83.831,84.037,83.517,80.081,77.051,73.769,70.459,66.927,63.404,60.722,59.344,57.728,56.543,55.135,53.638,52.329,51.203,49.885,49.713,49.537,0
928,2026-03-03 20:59:15,14,16.60,99.40,946.70,14.80,0,1.19,50.51,4.69,0.085,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.044,0.033,0.080,0.104,0.126,0.125,0.160,0.160,0.194,0.246,0.235,0.273,0.263,0.319,0.341,0.376,0.368,0.382,0.408,0.424,0.448,0.432,0.505,0.498,0.502,0.563,0.533,0.551,0.558,0.617,0.631,0.700,0.713,0.767,0.788,0.780,0.831,0.845,0.881,0.898,0.928,0.941,0.968,1.063,1.139,1.152,1.183,1.115,1.038,0.957,0.885,0.805,0.727,0.650,0.576,0.512,0.454,0.417,0.442,0.450,0.450,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
929,2026-03-03 20:59:30,11,16.50,99.20,946.70,16.00,0,0.56,49.14,4.78,16.500,16.468,16.412,16.425,16.392,16.349,16.336,16.355,16.324,16.273,16.229,16.214,16.239,16.189,16.189,16.169,16.115,16.105,16.141,16.064,16.075,16.010,15.946,15.932,15.789,15.710,15.608,15.497,15.447,15.292,15.207,15.127,14.976,14.916,14.742,14.662,14.575,14.493,14.278,14.024,13.754,13.601,13.331,13.059,12.889,12.631,12.405,12.141,11.900,11.691,11.459,10.314,9.116,7.928,6.772,5.413,4.072,2.665,1.360,0.008,-1.325,-2.683,-4.107,-5.425,-6.730,-8.120,-9.689,-11.139,-12.690,-14.206,-15.686,-17.216,-18.796,-20.545,-22.263,-23.915,-25.683,-27.372,-29.093,-30.781,-32.493,-34.315,-36.141,0
930,2026-03-03 20:59:30,12,16.50,99.20,946.70,16.00,0,0.56,49.14,4.78,13.925,14.010,13.963,13.974,13.947,13.911,13.886,13.911,13.839,13.812,13.735,13.696,13.696,13.662,13.628,13.614,13.540,13.490,13.530,13.437,13.453,13.359,13.287,13.260,13.149,13.069,12.968,12.863,12.803,12.688,12.561,12.504,12.378,12.286,12.177,12.099,12.024,11.910,11.732,11.475,11.255,11.088,10.865,10.672,10.500,10.306,10.107,9.906,9.717,9.556,9.376,8.545,7.744,7.069,6.423,5.829,5.297,4.790,4.355,3.955,3.543,3.168,2.812,2.518,2.256,1.990,1.670,1.420,1.191,0.999,0.834,0.691,0.575,0.480,0.399,0.336,0.277,0.230,0.190,0.158,0.130,0.107,0.088,0
931,2026-03-03 20:59:30,13,16.50,99.20,946.70,16.00,0,0.56,49.14,4.78,99.200,100.000,100.000,100.000,100.000,100.000,99.902,99.968,99.640,99.743,99.455,99.263,99.116,99.164,98.913,98.941,98.715,98.412,98.494,98.277,98.328,98.024,97.870,97.755,97.778,97.651,97.495,97.362,97.196,97.239,96.760,96.789,96.702,96.333,96.495,96.344,96.268,95.827,95.647,95.019,94.760,94.237,93.892,93.780,93.250,92.996,92.501,92.158,91.773,91.435,91.032,89.164,87.199,85.907,84.134,83.463,82.885,82.367,81.825,81.525,81.162,80.867,80.556,80.319,80.138,79.350,76.003,73.129,70.136,67.104,63.885,60.673,58.258,57.090,55.730,54.825,53.590,52.341,51.255,50.372,49.283,49.032,48.878,0
932,2026-03-03 20:59:30,14,16.50,99.20,946.70,16.00,0,0.56,49.14,4.78,0.113,0.000,0.000,0.000,0.000,0.000,0.014,0.004,0.050,0.036,0.076,0.103,0.123,0.116,0.151,0.147,0.178,0.219,0.208,0.237,0.230,0.271,0.291,0.307,0.301,0.317,0.336,0.351,0.372,0.363,0.424,0.418,0.425,0.471,0.446,0.463,0.470,0.523,0.538,0.606,0.627,0.683,0.712,0.713,0.766,0.782,0.825,0.849,0.877,0.901,0.930,1.045,1.144,1.166,1.218,1.161,1.099,1.030,0.972,0.900,0.826,0.752,0.681,0.619,0.561,0.519,0.528,0.523,0.508,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
933,2026-03-03 20:59:45,11,16.50,98.70,946.70,12.59,0,1.74,48.87,4.96,16.500,16.455,16.397,16.406,16.362,16.320,16.305,16.316,16.276,16.226,16.177,16.155,16.171,16.119,16.114,16.090,16.034,16.020,16.045,15.963,15.973,15.899,15.827,15.804,15.657,15.579,15.480,15.372,15.320,15.165,15.083,15.001,14.854,14.798,14.624,14.545,14.455,14.375,14.164,13.916,13.647,13.494,13.224,12.958,12.788,12.536,12.305,12.049,11.810,11.597,11.365,10.231,9.044,7.869,6.718,5.360,4.021,2.612,1.303,-0.046,-1.385,-2.743,-4.166,-5.484,-6.790,-8.183,-9.751,-11.204,-12.751,-14.271,-15.752,-17.281,-18.858,-20.604,-22.327,-23.981,-25.740,-27.430,-29.153,-30.841,-32.550,-34.373,-36.193,0
934,2026-03-03 20:59:45,12,16.50,98.70,946.70,12.59,0,1.74,48.87,4.96,13.855,13.964,13.903,13.917,13.851,13.817,13.768,13.785,13.706,13.676,13.596,13.551,13.543,13.504,13.465,13.446,13.370,13.315,13.345,13.247,13.260,13.156,13.074,13.036,12.922,12.845,12.747,12.648,12.585,12.473,12.351,12.292,12.172,12.084,11.976,11.899,11.824,11.714,11.543,11.295,11.081,10.918,10.700,10.514,10.347,10.159,9.962,9.770,9.586,9.427,9.252,8.444,7.667,7.009,6.377,5.783,5.251,4.743,4.310,3.909,3.498,3.124,2.773,2.481,2.222,1.958,1.645,1.399,1.175,0.986,0.824,0.684,0.570,0.475,0.395,0.332,0.274,0.227,0.188,0.156,0.128,0.105,0.087,0
935,2026-03-03 20:59:45,13,16.50,98.70,946.70,12.59,0,1.74,48.87,4.96,98.700,99.743,99.658,99.701,99.494,99.506,99.239,99.297,98.967,99.048,98.756,98.564,98.409,98.435,98.180,98.186,97.958,97.638,97.708,97.476,97.513,97.183,97.002,96.849,96.861,96.735,96.579,96.457,96.284,96.330,95.862,95.882,95.802,95.435,95.587,95.437,95.363,94.935,94.761,94.153,93.908,93.405,93.076,92.973,92.467,92.215,91.741,91.420,91.047,90.735,90.351,88.577,86.734,85.499,83.819,83.081,82.445,81.860,81.279,80.912,80.493,80.137,79.795,79.519,79.297,78.479,75.255,72.470,69.553,66.612,63.496,60.398,58.053,56.864,55.482,54.511,53.264,51.995,50.888,49.936,48.817,48.507,48.256,0
936,2026-03-03 20:59:45,14,16.50,98.70,946.70,12.59,0,1.74,48.87,4.96,0.184,0.036,0.048,0.042,0.071,0.069,0.106,0.098,0.144,0.132,0.173,0.199,0.221,0.216,0.251,0.250,0.281,0.325,0.315,0.346,0.341,0.384,0.407,0.427,0.422,0.437,0.455,0.468,0.490,0.479,0.537,0.532,0.537,0.582,0.557,0.573,0.579,0.630,0.643,0.707,0.724,0.777,0.802,0.800,0.849,0.864,0.903,0.923,0.949,0.969,0.995,1.096,1.180,1.196,1.238,1.184,1.123,1.056,0.997,0.926,0.851,0.777,0.704,0.641,0.582,0.538,0.542,0.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
937,2026-03-03 21:00:00,11,16.50,98.50,946.70,21.50,0,0.30,47.89,5.06,16.500,16.453,16.396,16.405,16.357,16.317,16.301,16.311,16.269,16.220,16.170,16.147,16.160,16.109,16.103,16.078,16.023,16.008,16.030,15.947,15.959,15.882,15.809,15.784,15.636,15.558,15.458,15.350,15.295,15.141,15.058,14.973,14.827,14.771,14.597,14.516,14.425,14.344,14.134,13.887,13.618,13.465,13.194,12.930,12.759,12.509,12.276,12.022,11.783,11.569,11.337,10.204,9.017,7.846,6.695,5.336,3.996,2.586,1.274,-0.075,-1.416,-2.776,-4.199,-5.518,-6.825,-8.219,-9.788,-11.243,-12.789,-14.312,-15.794,-17.323,-18.899,-20.644,-22.369,-24.022,-25.780,-27.470,-29.192,-30.879,-32.588,-34.410,-36.229,0
938,2026-03-03 21:00:00,12,16.50,98.50,946.70,21.50,0,0.30,47.89,5.06,13.827,13.928,13.870,13.879,13.817,13.781,13.737,13.747,13.669,13.641,13.565,13.517,13.506,13.471,13.431,13.412,13.339,13.290,13.316,13.224,13.233,13.137,13.054,13.026,12.909,12.828,12.734,12.635,12.572,12.454,12.341,12.276,12.156,12.077,11.965,11.885,11.810,11.703,11.532,11.289,11.070,10.909,10.687,10.497,10.332,10.144,9.943,9.750,9.569,9.405,9.230,8.419,7.635,6.978,6.338,5.736,5.192,4.677,4.234,3.825,3.411,3.035,2.682,2.390,2.132,1.872,1.573,1.338,1.126,0.946,0.792,0.659,0.550,0.459,0.382,0.322,0.266,0.221,0.183,0.152,0.125,0.103,0.084,0
939,2026-03-03 21:00:00,13,16.50,98.50,946.70,21.50,0,0.30,47.89,5.06,98.500,99.498,99.429,99.438,99.281,99.261,99.039,99.048,98.737,98.830,98.574,98.362,98.204,98.254,97.998,98.001,97.797,97.525,97.583,97.397,97.398,97.142,96.951,96.889,96.881,96.736,96.613,96.489,96.326,96.324,95.927,95.924,95.830,95.535,95.659,95.496,95.419,95.026,94.846,94.267,93.984,93.490,93.137,92.989,92.494,92.242,91.731,91.388,91.041,90.680,90.298,88.459,86.515,85.250,83.437,82.537,81.662,80.863,80.000,79.365,78.691,78.071,77.404,76.824,76.304,75.270,72.193,69.548,66.856,64.145,61.264,58.395,56.223,55.135,53.884,53.047,51.879,50.724,49.730,48.875,47.850,47.465,47.171,0
940,2026-03-03 21:00:00,14,16.50,98.50,946.70,21.50,0,0.30,47.89,5.06,0.212,0.071,0.080,0.079,0.101,0.103,0.134,0.133,0.176,0.163,0.198,0.227,0.249,0.241,0.276,0.276,0.303,0.340,0.332,0.356,0.356,0.389,0.414,0.421,0.419,0.436,0.450,0.463,0.483,0.479,0.528,0.526,0.533,0.569,0.547,0.565,0.571,0.617,0.631,0.692,0.714,0.765,0.793,0.797,0.844,0.859,0.903,0.925,0.948,0.973,0.998,1.106,1.197,1.214,1.265,1.220,1.172,1.112,1.063,0.999,0.927,0.855,0.785,0.723,0.664,0.617,0.607,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
941,2026-03-03 21:00:15,11,16.30,98.50,946.60,19.60,0,0.30,47.46,5.03,16.300,16.266,16.231,16.247,16.209,16.180,16.161,16.189,16.157,16.116,16.067,16.057,16.082,16.039,16.042,16.025,15.979,15.966,15.999,15.932,15.947,15.884,15.827,15.813,15.677,15.595,15.486,15.379,15.324,15.172,15.087,14.998,14.849,14.786,14.619,14.533,14.449,14.361,14.147,13.892,13.625,13.467,13.200,12.932,12.756,12.503,12.270,12.010,11.770,11.556,11.324,10.176,8.971,7.786,6.630,5.267,3.914,2.509,1.189,-0.162,-1.510,-2.866,-4.297,-5.620,-6.930,-8.325,-9.895,-11.356,-12.911,-14.429,-15.921,-17.448,-19.031,-20.774,-22.491,-24.139,-25.903,-27.595,-29.310,-30.992,-32.706,-34.517,-36.338,0
942,2026-03-03 21:00:15,12,16.30,98.50,946.60,19.60,0,0.30,47.46,5.03,13.661,13.791,13.753,13.767,13.717,13.690,13.646,13.669,13.601,13.583,13.509,13.471,13.471,13.447,13.414,13.404,13.339,13.296,13.331,13.256,13.268,13.190,13.121,13.111,13.002,12.918,12.820,12.719,12.658,12.539,12.426,12.359,12.235,12.154,12.047,11.965,11.894,11.783,11.609,11.358,11.139,10.972,10.750,10.554,10.383,10.194,9.989,9.789,9.608,9.438,9.263,8.433,7.627,6.960,6.311,5.715,5.171,4.663,4.218,3.809,3.397,3.025,2.672,2.381,2.123,1.866,1.568,1.334,1.124,0.945,0.792,0.660,0.551,0.461,0.384,0.324,0.267,0.222,0.184,0.153,0.126,0.103,0.085,0
943,2026-03-03 21:00:15,13,16.30,98.50,946.60,19.60,0,0.30,47.46,5.03,98.500,99.634,99.576,99.578,99.441,99.422,99.221,99.217,98.918,99.028,98.783,98.563,98.416,98.488,98.236,98.257,98.058,97.819,97.881,97.723,97.725,97.519,97.347,97.353,97.342,97.194,97.093,96.960,96.812,96.799,96.423,96.424,96.328,96.061,96.191,96.035,95.961,95.575,95.406,94.819,94.524,94.018,93.648,93.477,92.973,92.723,92.190,91.821,91.485,91.074,90.692,88.760,86.685,85.357,83.425,82.616,81.777,81.031,80.172,79.580,78.959,78.371,77.717,77.161,76.674,75.688,72.627,70.014,67.432,64.780,61.976,59.183,57.053,55.963,54.727,53.916,52.735,51.602,50.590,49.767,48.754,48.302,48.004,0
944,2026-03-03 21:00:15,14,16.30,98.50,946.60,19.60,0,0.30,47.46,5.03,0.210,0.051,0.059,0.059,0.078,0.080,0.108,0.109,0.150,0.134,0.168,0.198,0.219,0.208,0.243,0.240,0.266,0.299,0.291,0.311,0.311,0.338,0.360,0.359,0.358,0.376,0.387,0.402,0.420,0.418,0.465,0.462,0.470,0.502,0.481,0.498,0.504,0.550,0.563,0.625,0.650,0.703,0.734,0.742,0.790,0.806,0.852,0.878,0.900,0.931,0.957,1.075,1.179,1.201,1.261,1.209,1.158,1.096,1.048,0.981,0.909,0.838,0.768,0.707,0.648,0.601,0.592,0.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
945,2026-03-03 21:00:30,11,16.30,98.50,946.70,22.80,0,0.30,47.22,4.97,16.300,16.247,16.192,16.203,16.151,16.116,16.098,16.112,16.067,16.022,15.967,15.946,15.959,15.910,15.904,15.878,15.826,15.808,15.831,15.750,15.761,15.687,15.611,15.590,15.444,15.370,15.272,15.171,15.119,14.965,14.891,14.807,14.664,14.613,14.446,14.365,14.279,14.199,13.994,13.749,13.481,13.329,13.061,12.800,12.629,12.383,12.147,11.897,11.658,11.445,11.214,10.088,8.908,7.744,6.599,5.244,3.900,2.490,1.178,-0.170,-1.514,-2.870,-4.296,-5.614,-6.921,-8.317,-9.885,-11.341,-12.888,-14.413,-15.896,-17.421,-19.003,-20.744,-22.465,-24.118,-25.873,-27.563,-29.286,-30.969,-32.675,-34.495,-36.311,0
946,2026-03-03 21:00:30,12,16.30,98.50,946.70,22.80,0,0.30,47.22,4.97,13.661,13.781,13.728,13.738,13.676,13.644,13.602,13.613,13.535,13.514,13.436,13.388,13.378,13.349,13.310,13.292,13.224,13.177,13.203,13.118,13.127,13.041,12.958,12.942,12.826,12.747,12.657,12.560,12.501,12.380,12.274,12.211,12.091,12.019,11.912,11.832,11.759,11.652,11.484,11.241,11.021,10.858,10.636,10.446,10.278,10.094,9.888,9.694,9.514,9.344,9.170,8.352,7.559,6.901,6.255,5.670,5.137,4.632,4.193,3.790,3.382,3.013,2.663,2.375,2.119,1.863,1.566,1.334,1.125,0.946,0.794,0.662,0.553,0.462,0.385,0.325,0.269,0.223,0.185,0.154,0.127,0.104,0.086,0
947,2026-03-03 21:00:30,13,16.30,98.50,946.70,22.80,0,0.30,47.22,4.97,98.500,99.685,99.628,99.630,99.493,99.474,99.276,99.270,98.972,99.084,98.838,98.614,98.466,98.541,98.284,98.311,98.109,97.872,97.933,97.776,97.777,97.570,97.395,97.403,97.386,97.227,97.114,96.969,96.809,96.783,96.391,96.385,96.270,95.994,96.113,95.944,95.856,95.453,95.269,94.668,94.361,93.841,93.457,93.278,92.758,92.502,91.954,91.569,91.226,90.794,90.402,88.402,86.250,84.865,82.864,82.102,81.305,80.596,79.767,79.217,78.636,78.082,77.457,76.935,76.478,75.535,72.482,69.897,67.352,64.742,61.973,59.212,57.105,56.035,54.814,54.037,52.876,51.757,50.764,49.978,48.986,48.559,48.305,0
948,2026-03-03 21:00:30,14,16.30,98.50,946.70,22.80,0,0.30,47.22,4.97,0.210,0.044,0.052,0.051,0.070,0.073,0.100,0.101,0.142,0.126,0.159,0.190,0.210,0.199,0.234,0.230,0.257,0.289,0.281,0.301,0.301,0.327,0.349,0.348,0.347,0.366,0.379,0.396,0.415,0.415,0.463,0.462,0.472,0.505,0.485,0.504,0.512,0.559,0.575,0.638,0.663,0.718,0.750,0.758,0.808,0.824,0.871,0.899,0.921,0.954,0.980,1.103,1.212,1.238,1.301,1.243,1.187,1.120,1.068,0.998,0.922,0.849,0.778,0.714,0.654,0.605,0.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
949,2026-03-03 21:00:45,11,16.30,98.50,946.70,10.09,0,2.25,47.68,5.14,16.300,16.247,16.192,16.203,16.151,16.116,16.098,16.112,16.067,16.022,15.967,15.946,15.959,15.910,15.904,15.878,15.826,15.808,15.831,15.750,15.761,15.687,15.611,15.590,15.444,15.370,15.272,15.171,15.119,14.965,14.891,14.807,14.664,14.613,14.446,14.365,14.279,14.199,13.994,13.749,13.481,13.329,13.061,12.800,12.629,12.383,12.147,11.897,11.658,11.445,11.214,10.088,8.908,7.744,6.599,5.244,3.900,2.490,1.178,-0.170,-1.514,-2.870,-4.296,-5.614,-6.921,-8.317,-9.885,-11.341,-12.888,-14.413,-15.896,-17.421,-19.003,-20.744,-22.465,-24.118,-25.873,-27.563,-29.286,-30.969,-32.675,-34.495,-36.311,0
